#HEADER:Opponent Avg. Z-Score,Opponent Med. Z-Score
morfin,0.2,0.33
sean,-0.12,0.01
ben,0.31,0.54
matt,-0.39,-0.28
aj,-0.24,-0.23
katabe,0.04,0.21
rafa,-0.05,-0.2
zac,0.62,1.05
vu,-0.34,-0.77
tj,-0.01,-0.77
