#HEADER:Opponent Avg. GW-Score,Opponent Med. GW-Score
morfin,140.17,142.5
sean,130.78,126.0
ben,140.83,147.5
matt,127.44,129.0
aj,127.06,126.5
katabe,135.56,140.5
rafa,131.78,132.0
zac,146.06,146.0
vu,128.67,110.5
tj,132.83,125.5
