#HEADER:Manager Avg. GW-Score,Manager Med. GW-Score
morfin,135.22,131.5
sean,129.61,129.0
ben,140.94,142.0
matt,147.33,147.0
aj,126.61,132.0
katabe,143.72,139.5
rafa,112.56,107.5
zac,114.06,110.5
vu,138.06,144.0
tj,153.06,149.5
