#HEADER:Manager Avg. Z-Score,Manager Med. Z-Score
morfin,0.14,-0.2
sean,-0.15,-0.3
ben,0.29,0.22
matt,0.6,0.56
aj,-0.25,-0.3
katabe,0.22,0.14
rafa,-0.91,-0.91
zac,-0.67,-0.82
vu,0.11,0.26
tj,0.63,0.59
