#HEADER:Manager Avg. Z-Score,Manager Med. Z-Score
zach,-0.28,-0.38
mg,0.45,0.47
aj,-0.03,0.06
md,-0.3,-0.34
sean,0.11,0.03
rafa,0.19,0.19
ben,-0.64,-0.59
katabe,-0.43,-0.42
vu,0.41,0.36
tj,0.52,0.62
