#HEADER:Opponent Avg. Z-Score,Opponent Med. Z-Score
zach,-0.09,0.01
mg,0.09,0.14
aj,0.0,-0.22
md,0.06,0.05
sean,0.14,-0.08
rafa,0.12,-0.04
ben,-0.15,-0.22
katabe,-0.17,-0.36
vu,0.13,0.17
tj,-0.12,-0.04
