#HEADER:Opponent Avg. GW-Score,Opponent Med. GW-Score
zach,132.58,132.75
mg,137.81,141.0
aj,138.37,131.62
md,137.78,135.25
sean,144.47,135.62
rafa,141.3,135.12
ben,134.27,132.25
katabe,131.42,128.12
vu,140.19,141.62
tj,133.9,133.25
