#HEADER:Manager Avg. GW-Score,Manager Med. GW-Score
zach,128.17,123.25
mg,154.51,146.0
aj,132.01,133.38
md,127.89,130.0
sean,139.01,137.62
rafa,142.76,141.0
ben,118.75,122.25
katabe,125.76,127.88
vu,151.16,144.38
tj,152.06,151.25
