#HEADER:Opponent Avg. Z-Score,Opponent Med. Z-Score
zac,-0.18,-0.18
morfin,0.47,0.51
sean,0.16,0.37
aj,0.06,-0.12
katabe,-0.13,-0.23
ben,0.2,0.26
matt,0.13,0.2
tj,-0.42,-0.55
rafa,-0.08,-0.18
vu,-0.21,-0.03
