#HEADER:Manager Avg. GW-Score,Manager Med. GW-Score
zac,147.32,148.75
morfin,128.29,123.0
sean,140.33,141.25
aj,129.24,132.0
katabe,140.14,139.0
ben,139.53,139.0
matt,146.42,148.75
tj,159.12,157.25
rafa,139.94,141.75
vu,162.42,159.75
